customerid,subscription_start_date,subscription_type,renewal_date,plan_type,contract_type,cancellation_date,cancellation_reason,monthly_charges,cltv,churn_score,churn_flag,customer_name,country,state,gender,dob,complaint_date,escalations,csat_score,is_escalated,complaint_count,tenure_days,age,churn_risk,is_high_risk
8415-NNENU,2025-07-22,Referral,2026-09-15,Standard,Monthly,,,15.75,254,87,0,Jaya Nair,India,Tamil Nadu,Female,2002-02-22,2026-02-17,0,18.0,0.0,4.0,422.0,24,high,1
7497-FGUYR,2026-05-05,Organic,2026-08-03,Standard,Monthly,2026-08-03,Poor customer support,15.44,54,57,1,Gopal Banerjee,India,Sikkim,Male,1983-07-27,2026-07-30,0,53.0,0.0,5.0,90.0,43,med,0
4763-CBOLY,2025-06-14,Referral,2026-10-07,Premium,Monthly,,,23.04,316,18,0,Trisha Kumari Malhotra,India,Puducherry,Female,1976-05-07,2026-09-02,0,85.0,0.0,2.0,460.0,50,low,0
2683-MXETF,2023-05-30,Referral,2027-05-29,Basic,Annual,,,9.12,458,2,0,Kanika Raj Sharma,India,Assam,Female,1973-10-11,2026-04-15,0,40.0,0.0,4.0,1206.0,52,low,0
2886-PNASO,2024-11-12,Paid,2026-10-03,Basic,Monthly,,,9.64,263,32,0,Vijaya Desai,India,Odisha,Female,2007-05-27,2026-09-01,0,40.0,1.0,4.0,674.0,19,low,0
6303-CUUXF,2025-01-04,Referral,2027-01-04,Basic,Annual,,,7.59,193,12,0,Vedant Rani Chatterjee,India,Sikkim,Male,1984-02-22,2026-03-31,0,60.0,1.0,3.0,621.0,42,low,0
4208-HEXEI,2023-02-16,Paid,2027-02-15,Standard,Annual,,,17.25,763,12,0,Pawan Bose,India,Rajasthan,Male,1985-05-11,2026-05-06,0,89.0,0.0,3.0,1309.0,41,low,0
8284-UHSDP,2023-12-16,Organic,2026-10-01,Standard,Monthly,,,15.23,628,26,0,Nisha Kumari Kaur,India,Kerala,Female,2008-04-26,2025-10-07,0,50.0,0.0,3.0,1006.0,18,low,0
6870-SLFIP,2023-09-23,Referral,2026-06-18,Basic,Monthly,2026-06-18,Personal reasons,7.29,280,11,1,Abhishek Raj Kumar,India,Jammu and Kashmir,Male,1980-08-23,2024-12-29,0,57.0,0.0,4.0,999.0,46,low,0
7359-MZYVM,2026-04-17,Paid,2027-04-17,Basic,Annual,,,8.1,37,2,0,Aditya Chand Ahuja,India,West Bengal,Male,2005-04-30,2026-05-10,0,87.0,1.0,2.0,153.0,21,low,0
3240-NKHTI,2026-06-02,Organic,2026-09-30,Basic,Monthly,,,8.33,27,21,0,Pradeep Desai,India,Punjab,Male,2005-10-17,2026-09-12,0,71.0,1.0,1.0,107.0,20,low,0
4869-ADOPI,2024-11-23,Paid,2026-09-14,Basic,Monthly,,,7.74,197,29,0,Nidhi Devi Vora,India,Uttarakhand,Female,1970-10-10,2025-12-19,0,33.0,1.0,1.0,663.0,55,low,0
5430-QIQTA,2024-03-19,Organic,2027-03-19,Premium,Annual,,,24.17,915,15,0,Zara Devi Hegde,India,Telangana,Female,1972-01-27,2026-02-23,0,44.0,0.0,4.0,912.0,54,low,0
8456-IHDIU,2024-06-18,Organic,2027-06-18,Basic,Annual,,,8.46,274,8,0,Radha Lal Subramaniam,India,Manipur,Female,1988-04-07,2026-09-01,0,63.0,0.0,3.0,821.0,38,low,0
4121-ZXEAH,2025-11-13,Paid,2026-11-13,Basic,Annual,,,9.75,100,16,0,Rajendra Thakur,India,Delhi,Male,1987-03-11,2026-05-14,0,49.0,0.0,3.0,308.0,39,low,0
6177-DIRDS,2024-10-24,Paid,2026-09-14,Standard,Monthly,,,13.9,405,67,0,Uttam Shinde,India,Maharashtra,Male,1967-05-05,2026-05-29,0,94.0,0.0,2.0,693.0,59,med,0
5158-QGKGI,2026-06-30,Paid,2027-06-30,Basic,Annual,,,8.8,18,21,0,Roshni Bisht,India,Tamil Nadu,Female,2005-04-20,2026-08-24,0,55.0,1.0,3.0,79.0,21,low,0
9470-YGKCI,2025-12-05,Referral,2026-02-12,Premium,Monthly,2026-02-12,Too expensive,23.82,58,96,1,Kiara Prasad Desai,India,Jharkhand,Female,1981-03-06,2026-02-11,0,38.0,0.0,6.0,69.0,45,high,1
8605-KFECD,2026-02-20,Paid,2026-07-27,Standard,Annual,2026-07-27,Poor customer support,12.41,74,19,1,Aarav Bai Gill,India,Delhi,Male,1973-08-26,2026-07-14,0,29.0,0.0,3.0,157.0,53,low,0
8139-PGAUN,2022-01-09,Paid,2027-01-08,Basic,Annual,,,7.56,438,3,0,Tarun Nath Patil,India,Uttar Pradesh,Male,1995-06-11,2023-10-20,0,38.0,0.0,2.0,1712.0,31,low,0
0940-JCNWY,2026-03-08,Referral,2027-03-08,Premium,Annual,,,23.27,134,16,0,Sheela Lal Rana,India,West Bengal,Female,1991-12-05,2026-07-31,0,18.0,0.0,5.0,193.0,34,low,0
0171-XDCIX,2024-11-02,Paid,2026-09-23,Basic,Monthly,,,9.93,218,34,0,Girish Deshmukh,India,Telangana,Male,1985-05-02,2026-08-20,0,51.0,1.0,4.0,684.0,41,low,0
5279-ZKWXO,2022-07-20,Referral,2024-06-23,Basic,Monthly,2024-06-23,No longer interested,9.91,294,2,1,Siddharth Chandel,India,Odisha,Male,1971-09-14,2024-06-19,0,47.0,0.0,4.0,704.0,55,low,0
4241-VYVWZ,2021-09-19,Paid,2026-09-18,Basic,Annual,,,9.22,613,2,0,Manav Kumar Raman,India,Mizoram,Male,1980-07-10,2025-02-05,0,72.0,1.0,3.0,1824.0,46,low,0
5861-TCNBI,2025-01-27,Referral,2027-01-27,Premium,Annual,,,20.98,501,6,0,Deepika Chand Nair,India,Nagaland,Female,2002-09-18,,0,,,,598.0,24,low,0
3852-XLNXZ,2026-08-13,Referral,2027-08-13,Basic,Annual,,,9.83,11,6,0,Kishore Prasad Agarwal,India,Meghalaya,Male,1979-10-17,,0,,,,35.0,46,low,0
1322-EWYRS,2026-03-16,Paid,2026-06-23,Premium,Annual,2026-06-23,Personal reasons,22.15,83,47,1,Alka Saxena,India,Tripura,Female,1994-01-21,2026-05-20,0,2.0,0.0,6.0,99.0,32,low,0
6054-RKZLC,2026-02-02,Referral,2027-02-02,Premium,Annual,,,21.83,158,56,0,Chirag Rao,India,West Bengal,Male,2006-06-02,2026-08-26,0,34.0,0.0,3.0,227.0,20,med,0
4786-BGDOX,2022-12-07,Referral,2026-09-17,Premium,Monthly,,,23.53,1193,13,0,Archana Shinde,India,Jammu and Kashmir,Female,1989-01-25,2025-04-24,0,61.0,0.0,2.0,1380.0,37,low,0
4274-VCLEG,2025-05-14,Referral,2027-05-14,Basic,Annual,,,8.28,143,12,0,Nalini Chand Oraon,India,Jammu and Kashmir,Female,1973-06-05,,0,,,,491.0,53,low,0
2104-PEIXZ,2026-01-26,Paid,2026-09-23,Standard,Monthly,,,15.36,123,45,0,Varun Kumar Kerketta,India,West Bengal,Male,1964-08-01,2026-07-25,0,62.0,0.0,3.0,234.0,62,low,0
0264-OPBHC,2024-06-22,Organic,2026-10-10,Basic,Monthly,,,9.51,267,4,0,Krishna Bose,India,Rajasthan,Male,1980-06-13,2026-05-08,0,44.0,0.0,3.0,817.0,46,low,0
9086-JUIFU,2022-03-28,Paid,2025-01-30,Standard,Annual,2025-01-30,Poor customer support,14.22,487,15,1,Pinky Kulkarni,India,Karnataka,Female,1979-05-14,2024-01-15,0,0.0,0.0,5.0,1039.0,47,low,0
4905-UDVAE,2026-07-08,Paid,2026-08-15,Standard,Monthly,2026-08-15,Too expensive,14.64,16,18,1,Sadhana Rani Bajwa,India,Andhra Pradesh,Female,1987-02-05,2026-08-05,0,64.0,0.0,1.0,38.0,39,low,0
5108-VQYMR,2023-06-18,Organic,2024-03-20,Basic,Monthly,2024-03-20,Technical issues,9.58,99,56,1,Shanti Lal Ghosh,India,Gujarat,Female,1987-07-25,2024-02-27,0,77.0,0.0,5.0,276.0,39,med,0
5977-MKTID,2022-12-17,Paid,2026-06-30,Basic,Monthly,2026-06-30,Poor content quality,9.28,498,16,1,Aditi Bajwa,India,Madhya Pradesh,Female,1964-01-03,2024-08-11,0,67.0,0.0,1.0,1291.0,62,low,0
8305-TBVZL,2022-05-07,Referral,2027-05-06,Standard,Annual,,,15.31,946,8,0,Devansh Kumar Kapoor,India,Madhya Pradesh,Male,1996-07-13,2026-01-02,0,72.0,0.0,3.0,1594.0,30,low,0
1217-DSEVG,2023-03-18,Organic,2027-03-17,Standard,Annual,,,15.69,753,81,0,Jyoti Solanki,India,Odisha,Female,1987-08-27,2024-10-18,0,40.0,1.0,1.0,1279.0,39,high,1
2313-NGKSW,2024-01-22,Organic,2026-10-08,Premium,Monthly,,,20.14,814,10,0,Somesh Bai Thapar,India,Jharkhand,Male,2007-04-14,2026-01-07,0,97.0,0.0,2.0,969.0,19,low,0
9541-XLJKL,2023-03-02,Organic,2024-05-09,Standard,Annual,2024-05-09,Switched to competitor,17.02,301,21,1,Kirti Ahluwalia,India,Tripura,Female,2003-09-26,,0,,,,434.0,22,low,0
6225-QWNLJ,2026-02-25,Paid,2027-02-25,Premium,Annual,,,20.95,132,27,0,Ishaan Bhatt,India,Uttar Pradesh,Male,1975-05-07,2026-08-25,0,67.0,0.0,2.0,204.0,51,low,0
0819-FIDKB,2023-01-29,Organic,2024-06-07,Premium,Monthly,2024-06-07,Too expensive,21.4,362,8,1,Aakash Raman,India,Haryana,Male,2005-04-16,2024-04-05,0,34.0,0.0,4.0,495.0,21,low,0
3303-WQROT,2023-11-01,Organic,2026-10-31,Premium,Annual,,,20.68,753,10,0,Aditya Sandhu,India,Kerala,Male,2000-04-26,2026-09-05,0,59.0,0.0,1.0,1051.0,26,low,0
6692-GFVGS,2023-03-20,Referral,2026-09-30,Premium,Monthly,,,20.87,966,43,0,Chaitanya Kumar Bansal,India,Tamil Nadu,Male,1975-11-29,2024-11-25,0,100.0,0.0,1.0,1277.0,50,low,0
1143-BZNLA,2024-07-04,Organic,2025-08-14,Basic,Monthly,2025-08-14,Too expensive,9.7,156,7,1,Kritika Kumar Solanki,India,Mizoram,Female,1989-11-29,2025-07-01,0,45.0,0.0,6.0,406.0,36,low,0
0853-QVOUQ,2025-09-24,Paid,2026-09-24,Premium,Annual,,,20.65,210,14,0,Govind Subramaniam,India,Tripura,Male,2002-10-28,2026-09-08,0,27.0,1.0,1.0,358.0,23,low,0
2224-TYAEA,2023-11-13,Paid,2024-10-27,Basic,Monthly,2024-10-27,Technical issues,8.4,107,14,1,Shreya Verma,India,Karnataka,Female,1987-11-05,2024-04-15,0,92.0,0.0,1.0,349.0,38,low,0
2028-ULMOZ,2026-07-12,Organic,2027-07-12,Premium,Annual,,,23.63,54,8,0,Shekhar Lal Malhotra,India,Uttar Pradesh,Male,1966-09-10,2026-08-22,0,75.0,0.0,2.0,67.0,60,low,0
1553-PEQGP,2022-01-08,Organic,2026-09-14,Standard,Monthly,,,12.75,737,24,0,Imran Kumari Goel,India,Tamil Nadu,Male,2008-07-28,2026-03-23,0,84.0,1.0,3.0,1713.0,18,low,0
0422-WSQLW,2023-07-12,Referral,2027-07-11,Premium,Annual,,,24.47,1161,11,0,Deepak Baruah,India,West Bengal,Male,1988-07-23,2026-09-13,0,31.0,0.0,7.0,1163.0,38,low,0
8161-TSXHK,2025-05-13,Paid,2026-10-05,Basic,Monthly,,,8.6,178,50,0,Hiral Lal Mukherjee,India,Nagaland,Female,1964-04-30,2026-07-13,0,47.0,0.0,2.0,492.0,62,med,0
7069-PNYJA,2025-09-08,Referral,2026-10-03,Standard,Monthly,,,17.44,261,9,0,Madan Sarkar,India,Mizoram,Male,1992-10-15,2026-07-01,0,42.0,0.0,2.0,374.0,33,low,0
1632-AXAYY,2024-01-12,Organic,2027-01-11,Premium,Annual,,,21.32,828,2,0,Lakshay Bai Bhatia,India,Haryana,Male,1987-06-11,2026-04-13,0,65.0,0.0,5.0,979.0,39,low,0
3005-XZMTP,2024-07-04,Organic,2027-07-04,Premium,Annual,,,21.28,503,65,0,Harshad Kumar Pawar,India,Himachal Pradesh,Male,1964-02-22,2026-01-25,0,0.0,0.0,5.0,805.0,62,med,0
8086-VOHXO,2024-12-01,Organic,2026-12-01,Basic,Annual,,,7.76,175,7,0,Milind Nath Banerjee,India,Uttar Pradesh,Male,2002-08-18,2026-05-09,0,30.0,0.0,2.0,655.0,24,low,0
2556-HZIXN,2022-04-06,Organic,2027-04-05,Standard,Annual,,,13.16,759,13,0,Rangadevi Prasad Bora,India,West Bengal,Female,1991-09-15,2026-04-23,0,40.0,0.0,1.0,1625.0,35,low,0
3907-TLODG,2023-01-29,Organic,2024-06-11,Standard,Monthly,2024-06-11,No longer interested,17.7,261,17,1,Vijay Nath Saxena,India,Uttarakhand,Male,1985-12-05,2024-03-23,0,97.0,0.0,3.0,499.0,40,low,0
7204-GVRJS,2024-06-24,Organic,2024-12-15,Premium,Annual,2024-12-15,Too expensive,21.87,105,5,1,Mira Raj Venkatesh,India,Manipur,Female,2004-03-25,2024-09-11,0,64.0,0.0,2.0,174.0,22,low,0
4533-SUGBF,2022-10-14,Paid,2023-05-20,Basic,Monthly,2023-05-20,Technical issues,8.74,74,34,1,Manav Rani Rathore,India,Karnataka,Male,2006-09-24,2023-01-07,0,56.0,1.0,2.0,218.0,19,low,0
4429-JORIM,2025-05-04,Referral,2026-09-26,Standard,Monthly,,,16.17,323,50,0,Chirag Chadha,India,Bihar,Male,1972-03-04,2025-08-24,0,83.0,0.0,2.0,501.0,54,med,0
7505-OFBAW,2021-12-08,Referral,2026-12-07,Basic,Annual,,,9.13,524,4,0,Sulochana Pandey,India,Manipur,Female,1979-12-01,2026-03-16,0,48.0,0.0,2.0,1744.0,46,low,0
4108-YAIMT,2025-12-04,Organic,2026-12-04,Standard,Annual,,,15.59,162,1,0,Durga Sandhu,India,Himachal Pradesh,Female,1963-01-05,2026-03-31,0,64.0,0.0,3.0,287.0,63,low,0
1739-MBJIV,2022-04-02,Paid,2025-04-08,Premium,Monthly,2025-04-08,Switched to competitor,22.99,820,58,1,Lalit Bose,India,Karnataka,Male,1990-11-30,2024-08-05,0,63.0,0.0,3.0,1102.0,35,med,0
4093-FHGME,2025-02-02,Referral,2027-02-02,Basic,Annual,,,8.14,199,58,0,Anil Sinha,India,West Bengal,Male,2002-03-30,2026-08-14,0,38.0,0.0,4.0,592.0,24,med,0
1900-YQZHJ,2023-12-03,Paid,2026-12-02,Standard,Annual,,,17.95,650,29,0,Kalpana Nath Krishnan,India,Puducherry,Female,1992-08-31,,0,,,,1019.0,34,low,0
8752-NZWFF,2024-07-15,Referral,2026-10-03,Basic,Monthly,,,8.36,220,8,0,Aarav Rathore,India,Jharkhand,Male,1966-01-13,2026-04-30,0,100.0,0.0,3.0,794.0,60,low,0
1415-SVTCK,2025-09-07,Paid,2026-10-02,Standard,Monthly,,,17.53,237,33,0,Kanika Nath Arora,India,Haryana,Female,1993-03-03,2025-09-22,0,100.0,0.0,1.0,375.0,33,low,0
0459-GMFLD,2023-04-23,Referral,2026-10-04,Standard,Monthly,,,17.62,923,63,0,Shailendra Kumar Bhardwaj,India,Gujarat,Male,1993-12-07,2026-03-02,0,41.0,0.0,5.0,1243.0,32,med,0
0757-VORTH,2023-04-30,Organic,2026-04-11,Premium,Monthly,2026-04-11,Switched to competitor,21.23,804,10,1,Varun Bajwa,India,Assam,Male,1992-08-12,2025-12-25,0,48.0,0.0,4.0,1077.0,34,low,0
0007-DOLVQ,2022-09-12,Referral,2027-09-11,Standard,Annual,,,17.76,1014,2,0,Dhruvil Singh,India,Chandigarh,Male,1977-05-09,,0,,,,1466.0,49,low,0
3198-KIALC,2025-03-04,Organic,2026-09-25,Basic,Monthly,,,7.03,142,62,0,Prakash Jain,India,Rajasthan,Male,2002-07-21,2025-09-15,0,17.0,0.0,2.0,562.0,24,med,0
5100-BPEWX,2022-07-11,Paid,2027-07-10,Basic,Annual,,,9.92,468,13,0,Sushma Nath Bhardwaj,India,Meghalaya,Female,1964-05-09,2026-07-07,0,1.0,0.0,3.0,1529.0,62,low,0
3984-QXNVW,2026-04-06,Organic,2027-04-06,Standard,Annual,,,17.07,88,17,0,Kabir Kumari Yadav,India,Telangana,Male,1991-08-22,2026-08-24,0,28.0,1.0,8.0,164.0,35,low,0
8560-OWEJQ,2022-10-26,Paid,2026-10-05,Basic,Monthly,,,9.9,469,35,0,Aarohi Yadav,India,Goa,Female,1995-10-24,2026-01-21,0,58.0,1.0,6.0,1422.0,30,low,0
7483-KYJPM,2023-08-18,Organic,2027-08-17,Standard,Annual,,,13.1,540,51,0,Sameer Nath Menon,India,Bihar,Male,1987-07-01,2026-08-11,0,7.0,0.0,1.0,1126.0,39,med,0
2649-PIWND,2024-10-30,Referral,2024-11-24,Premium,Annual,2024-11-24,No longer interested,22.74,22,3,1,Dev Devi Barman,India,Karnataka,Male,1965-02-04,2024-11-23,0,62.0,0.0,5.0,25.0,61,low,0
2242-XUNDZ,2023-10-05,Paid,2024-11-19,Basic,Monthly,2024-11-19,Technical issues,9.46,150,35,1,Sonia Rani Agarwal,India,Kerala,Female,1996-06-28,2024-10-15,0,32.0,0.0,7.0,411.0,30,low,0
6359-QLALX,2021-09-15,Organic,2026-09-14,Basic,Annual,,,7.37,518,6,0,Reema Joshi,India,Goa,Female,1982-09-16,,0,,,,1828.0,44,low,0
6037-SCHGA,2024-05-31,Organic,2027-05-31,Basic,Annual,,,9.32,227,8,0,Aisha Malhotra,India,Goa,Female,1988-10-05,2026-06-22,0,24.0,0.0,3.0,839.0,37,low,0
3107-ROJIW,2025-02-13,Paid,2026-10-06,Premium,Monthly,,,23.72,519,19,0,Gaurav Kumar Chopra,India,Andhra Pradesh,Male,1970-12-10,2026-03-10,0,49.0,1.0,1.0,581.0,55,low,0
7350-HCTKA,2025-12-04,Organic,2026-02-07,Standard,Monthly,2026-02-07,Poor customer support,13.83,28,18,1,Kajal Ghosh,India,Delhi,Female,1986-12-24,2026-01-23,0,62.0,0.0,2.0,65.0,39,low,0
3908-FHDUP,2025-02-15,Paid,2027-02-15,Basic,Annual,,,9.93,189,13,0,Harish Devi Goel,India,Maharashtra,Male,2007-08-05,2025-09-18,0,21.0,0.0,1.0,579.0,19,low,0
0937-TWJHD,2026-06-03,Referral,2026-07-16,Standard,Annual,2026-07-16,Poor content quality,16.82,15,20,1,Umesh Bisht,India,Uttarakhand,Male,1991-11-01,2026-06-07,0,54.0,1.0,1.0,43.0,34,low,0
2227-UOUVR,2024-01-11,Organic,2026-07-02,Basic,Monthly,2026-07-02,Poor customer support,8.9,259,11,1,Nidhi Kumari Rao,India,Bihar,Female,1962-12-08,2026-04-27,0,56.0,0.0,1.0,903.0,63,low,0
2022-QCNNS,2022-01-28,Organic,2027-01-27,Basic,Annual,,,9.39,582,19,0,Vinay Devi Banerjee,India,Chhattisgarh,Male,2003-04-26,2023-10-23,0,61.0,1.0,3.0,1693.0,23,low,0
0759-OURDG,2024-10-10,Paid,2026-09-30,Standard,Monthly,,,15.85,455,59,0,Krishna Kumar,India,Delhi,Male,1984-01-03,2025-10-09,0,28.0,0.0,3.0,707.0,42,med,0
2344-MKHQQ,2025-04-25,Paid,2026-09-17,Standard,Monthly,,,14.14,275,5,0,Priya Bora,India,Uttarakhand,Female,2004-11-30,2026-07-13,0,82.0,0.0,1.0,510.0,21,low,0
3566-SISVU,2023-03-21,Referral,2027-03-20,Premium,Annual,,,22.83,931,34,0,Kamal Sandhu,India,Sikkim,Male,1999-11-21,2024-01-14,0,42.0,1.0,2.0,1276.0,26,low,0
3576-TOBWS,2023-06-24,Organic,2024-02-18,Standard,Annual,2024-02-18,Poor customer support,14.34,94,10,1,Shashank Gowda,India,Odisha,Male,1980-09-24,2024-01-18,0,36.0,1.0,5.0,239.0,46,low,0
3665-XFLFG,2022-05-04,Organic,2027-05-03,Standard,Annual,,,12.05,790,13,0,Kabir Bhardwaj,India,Punjab,Male,2003-09-02,2025-10-30,0,72.0,0.0,1.0,1597.0,23,low,0
5934-ZQGYP,2023-08-19,Referral,2027-08-18,Standard,Annual,,,16.09,602,13,0,Reyansh Banerjee,India,Delhi,Male,1992-09-19,2024-10-16,0,45.0,0.0,2.0,1125.0,34,low,0
5160-HGLAF,2024-10-19,Referral,2026-10-09,Basic,Monthly,,,8.17,178,9,0,Zara Baruah,India,Sikkim,Female,1970-04-04,2026-08-22,0,43.0,0.0,2.0,698.0,56,low,0
9591-QPLWR,2023-03-06,Organic,2025-08-11,Standard,Monthly,2025-08-11,No longer interested,12.27,351,78,1,Damini Kumar Prasad,India,Haryana,Female,1980-01-21,2025-04-28,0,24.0,1.0,11.0,889.0,46,high,1
9075-GYKOV,2025-12-28,Referral,2026-09-24,Basic,Monthly,,,9.46,86,4,0,Sanjay Nath Bhatt,India,Telangana,Male,1969-10-04,2026-04-08,0,69.0,1.0,1.0,263.0,56,low,0
5269-TUCGO,2022-11-23,Organic,2023-12-21,Basic,Monthly,2023-12-21,Technical issues,7.65,98,40,1,Somesh Rawat,India,Himachal Pradesh,Male,1979-01-23,2023-08-20,0,38.0,1.0,2.0,393.0,47,low,0
3347-TTTXW,2023-10-20,Paid,2026-10-04,Standard,Monthly,,,12.3,507,43,0,Seema Pawar,India,West Bengal,Female,1971-09-16,2026-06-28,0,88.0,0.0,2.0,1063.0,55,low,0
0021-XSZRN,2024-02-20,Organic,2025-03-16,Basic,Monthly,2025-03-16,Personal reasons,7.2,85,44,1,Devika Chopra,India,Maharashtra,Female,1993-09-25,2024-09-18,0,53.0,0.0,3.0,390.0,33,low,0
6460-PPAJT,2025-02-06,Organic,2026-09-29,Standard,Monthly,,,13.98,334,46,0,Somesh Gupta,India,Jammu and Kashmir,Male,1968-12-10,,0,,,,588.0,57,low,0
9002-SDVMR,2022-08-28,Organic,2027-08-27,Standard,Annual,,,16.19,1008,6,0,Rahul Kumari Kapoor,India,Kerala,Male,2000-07-18,2025-12-03,0,100.0,0.0,3.0,1481.0,26,low,0
5429-RUZPR,2022-12-02,Organic,2026-12-01,Premium,Annual,,,20.73,1066,2,0,Nisha Bajwa,India,Odisha,Female,1961-12-25,2025-08-06,0,76.0,1.0,2.0,1385.0,64,low,0
4607-WRFPV,2023-04-06,Referral,2026-09-17,Standard,Monthly,,,13.42,562,28,0,Asha Rani Reddy,India,Assam,Female,1991-06-30,2025-08-17,0,100.0,0.0,2.0,1260.0,35,low,0
9939-GWKDF,2022-04-15,Paid,2026-09-21,Basic,Monthly,,,8.47,437,34,0,Sapna Menon,India,Puducherry,Female,1977-11-28,2024-12-17,0,36.0,0.0,1.0,1616.0,48,low,0
2617-ADDFW,2023-02-02,Organic,2026-09-14,Standard,Monthly,,,12.26,609,27,0,Gauri Sharma,India,Mizoram,Female,1982-04-18,2025-05-05,0,7.0,0.0,1.0,1323.0,44,low,0
1670-MINWX,2024-10-22,Referral,2026-10-12,Basic,Monthly,,,9.48,209,77,0,Vishal Deshmukh,India,Telangana,Male,1983-05-25,2026-05-21,0,56.0,1.0,2.0,695.0,43,high,1
2521-CJMXI,2021-12-26,Paid,2026-10-01,Basic,Monthly,,,7.39,419,17,0,Vikram Chand Jadhav,India,Rajasthan,Male,1979-02-05,2023-12-31,0,54.0,1.0,3.0,1726.0,47,low,0
9545-HAIBO,2021-12-10,Paid,2026-09-15,Basic,Monthly,,,8.92,521,6,0,Yug Gill,India,Karnataka,Male,1987-02-09,2025-03-12,0,73.0,1.0,5.0,1742.0,39,low,0
7342-UVCGD,2025-02-05,Referral,2027-02-05,Standard,Annual,,,15.8,356,14,0,Ajay Prasad Desai,India,Haryana,Male,1982-07-16,2026-09-08,0,59.0,1.0,2.0,589.0,44,low,0
1016-EFUSY,2023-04-26,Organic,2026-10-07,Premium,Monthly,,,22.48,895,9,0,Kritika Kumar Khanna,India,Sikkim,Female,1999-06-24,2025-09-16,0,46.0,0.0,1.0,1240.0,27,low,0
7476-QKZQQ,2023-05-29,Organic,2027-05-28,Standard,Annual,,,14.84,606,17,0,Manish Pillai,India,Haryana,Male,1966-08-26,,0,,,,1207.0,60,low,0
7813-CRRQB,2023-02-14,Organic,2027-02-13,Basic,Annual,,,7.02,317,3,0,Rohan Dubey,India,Jharkhand,Male,1977-08-11,2025-06-18,0,57.0,0.0,2.0,1311.0,49,low,0
5123-MEITW,2021-11-10,Paid,2026-09-15,Standard,Monthly,,,14.35,815,4,0,Shanti Chand Mishra,India,Uttar Pradesh,Female,2001-02-04,2026-02-06,0,72.0,0.0,2.0,1772.0,25,low,0
2998-ZZODG,2022-01-12,Paid,2026-09-18,Standard,Monthly,,,15.99,1059,15,0,Omkar Ahluwalia,India,Odisha,Male,1967-05-16,2026-02-04,0,35.0,0.0,3.0,1709.0,59,low,0
1458-TZQTB,2024-03-17,Paid,2027-03-17,Premium,Annual,,,20.72,576,60,0,Anita Iyer,India,Nagaland,Female,1984-12-19,2026-06-26,0,61.0,1.0,5.0,914.0,41,med,0
7089-ZJIIS,2023-08-12,Paid,2027-08-11,Premium,Annual,,,21.59,988,8,0,Asha Sinha,India,Uttar Pradesh,Female,1966-04-17,2026-03-09,0,41.0,0.0,3.0,1132.0,60,low,0
6366-BZERV,2024-11-06,Paid,2026-09-27,Premium,Monthly,,,21.14,531,62,0,Dinesh Bora,India,Assam,Male,1978-08-17,2025-12-30,0,0.0,0.0,3.0,680.0,48,med,0
0128-CHPJQ,2022-02-05,Paid,2025-05-11,Basic,Annual,2025-05-11,Technical issues,7.55,314,34,1,Anika Raj Bhatt,India,Bihar,Female,1967-05-10,2024-04-04,0,34.0,0.0,6.0,1191.0,59,low,0
3123-KCJHD,2022-12-06,Referral,2026-09-16,Basic,Monthly,,,9.39,405,26,0,Sanjay Kale,India,Haryana,Male,1978-04-29,2026-04-28,0,54.0,0.0,2.0,1381.0,48,low,0
4041-EOSNN,2023-03-01,Paid,2024-07-09,Basic,Monthly,2024-07-09,Poor content quality,8.91,171,73,1,Vihaan Khanna,India,Tripura,Male,2003-03-22,,0,,,,496.0,23,high,1
4335-ICBGV,2023-11-08,Organic,2026-11-07,Standard,Annual,,,17.09,703,11,0,Rikim Mukherjee,India,Odisha,Female,1996-09-11,2025-08-28,0,46.0,0.0,2.0,1044.0,30,low,0
4898-ANWAP,2024-08-21,Paid,2027-08-21,Standard,Annual,,,12.4,305,26,0,Khushi Raj Desai,India,Delhi,Female,1992-01-27,2025-12-06,0,39.0,0.0,2.0,757.0,34,low,0
7444-IYUUY,2025-09-12,Paid,2025-12-06,Standard,Monthly,2025-12-06,No longer interested,13.14,26,29,1,Mohan Rani Menon,India,Assam,Male,1965-02-12,2025-09-17,0,66.0,0.0,3.0,85.0,61,low,0
0641-COMOZ,2025-08-28,Organic,2025-10-08,Standard,Monthly,2025-10-08,Technical issues,13.25,16,35,1,Eshan Tirkey,India,Himachal Pradesh,Male,1992-08-15,2025-10-07,0,42.0,0.0,5.0,41.0,34,low,0
2322-CTAAV,2022-04-29,Paid,2025-02-02,Standard,Monthly,2025-02-02,Poor customer support,12.83,447,39,1,Archana Shinde,India,Kerala,Female,1986-05-18,2023-11-14,0,51.0,0.0,2.0,1010.0,40,low,0
0951-AAHOA,2022-05-18,Organic,2023-01-07,Standard,Annual,2023-01-07,Poor content quality,16.21,112,83,1,Ishan Raman,India,Uttar Pradesh,Male,1987-07-26,2022-11-19,0,12.0,0.0,4.0,234.0,39,high,1
5077-IFFFV,2022-03-04,Paid,2027-03-03,Basic,Annual,,,9.46,628,8,0,Lata Devi Shinde,India,Gujarat,Female,1991-11-26,2024-03-06,0,64.0,1.0,2.0,1658.0,34,low,0
